Tarih,Omerli,Darlik,Elmali,Terkos,Buyukcekmece,Sazlidere,Alibey,Kazandere,Pabucdere,Istrancalar,Istanbul_Daily_Consumption
2015-01-07,0.0,2.43,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,2459371.0
2015-01-08,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504411.0
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543661.0
2015-01-10,5.4,5.63,7.31,2.28,4.5,3.0,5.79,0.0,0.0,0.0,2590790.0
2015-01-11,2.03,3.91,0.79,13.19,0.0,0.5,1.06,16.03,17.02,9.62,2705932.0
2015-01-12,38.08,46.98,37.64,20.79,21.37,20.24,33.91,15.42,15.72,17.46,2496489.0
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465124.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507630.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501851.0
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442255.0
2015-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504838.0
2015-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620563.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482831.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2447229.0
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471078.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493867.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453944.0
2015-01-24,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.59,1.78,1.08,2414881.0
2015-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.9,0.95,2528676.0
2015-01-26,0.0,0.51,1.62,4.15,4.11,0.82,1.56,0.96,1.29,2.85,2416021.0
2015-01-27,12.35,5.43,13.6,23.42,17.19,17.57,11.43,15.3,12.0,18.0,2370745.0
2015-01-28,4.9,5.15,4.34,6.55,2.5,3.63,5.3,6.51,6.52,6.43,2372125.0
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475001.0
2015-01-30,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.58,2417376.0
2015-01-31,0.0,0.0,0.0,2.03,0.0,0.0,0.19,8.15,9.54,2.36,2425681.0
2015-02-01,0.0,0.42,2.66,23.05,9.39,6.74,4.8,60.0,63.7,53.1,2463390.0
2015-02-02,37.98,38.69,41.6,13.25,22.61,32.3,31.2,0.0,0.0,4.11,2422817.0
2015-02-03,0.8,1.02,0.96,5.66,0.64,3.14,2.16,0.0,0.0,2.0,2363656.0
2015-02-04,0.85,0.0,1.95,0.75,0.0,0.0,0.37,0.0,0.79,0.62,2429185.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506178.0
2015-02-06,1.25,0.1,2.65,6.17,5.57,3.17,2.16,9.14,6.42,5.04,2497567.0
2015-02-07,0.55,3.34,0.53,1.12,0.0,3.14,0.19,0.0,0.0,0.0,2389683.0
2015-02-08,11.55,15.07,12.46,8.67,14.68,15.01,12.83,3.58,2.8,3.99,2491252.0
2015-02-09,8.1,10.07,4.93,1.36,1.0,1.33,6.0,4.16,2.92,2.06,2363436.0
2015-02-10,10.33,2.84,5.29,4.77,13.6,10.9,9.55,3.0,2.91,2.0,2322869.0
2015-02-11,7.1,8.75,6.45,1.09,1.1,4.53,8.72,0.0,0.0,0.3,2364056.0
2015-02-12,10.1,13.95,10.2,3.5,1.9,2.7,5.5,0.7,0.6,0.6,2421720.0
2015-02-13,1.35,2.93,1.47,1.76,1.96,3.12,3.2,11.58,13.12,2.67,2423106.0
2015-02-14,1.33,7.15,1.11,3.89,1.4,0.0,1.9,0.0,1.31,1.14,2389458.0
2015-02-15,2.53,7.14,3.06,8.2,1.51,3.55,4.03,6.2,4.92,5.79,2524123.0
2015-02-16,4.5,5.91,3.31,1.75,2.1,3.06,8.57,11.24,12.54,5.23,2417752.0
2015-02-17,2.3,9.55,1.61,1.77,2.72,4.35,2.34,1.13,1.2,2.35,2259159.0
2015-02-18,10.5,11.05,7.4,6.1,2.0,3.4,5.99,0.0,0.0,1.3,2284142.0
2015-02-19,11.33,1.44,12.96,16.24,9.83,16.09,14.61,0.0,0.0,0.38,2408021.0
2015-02-20,17.23,2.85,4.64,4.02,1.01,3.62,2.19,0.0,0.38,0.86,2401663.0
2015-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517260.0
2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562811.0
2015-02-23,5.08,3.25,4.62,5.78,10.03,8.8,6.6,7.1,9.03,6.5,2413856.0
2015-02-24,0.0,0.62,0.54,1.24,0.0,0.0,0.7,0.0,0.0,0.0,2420877.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445163.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477982.0
2015-02-27,0.45,7.46,6.61,0.62,2.18,2.47,4.63,0.0,0.0,0.27,2469037.0
2015-02-28,0.0,1.5,0.0,0.63,0.77,0.0,0.0,0.0,0.0,0.0,2461849.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527403.0
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479195.0
2015-03-03,4.43,3.05,6.74,8.82,4.02,4.95,4.73,0.0,0.0,1.49,2322896.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465423.0
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399461.0
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,2.19,0.0,2442806.0
2015-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464035.0
2015-03-08,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,2514521.0
2015-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354859.0
2015-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436373.0
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399297.0
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483202.0
2015-03-13,0.33,2.7,1.14,2.51,1.5,1.3,2.5,0.0,0.0,0.63,2420406.0
2015-03-14,7.35,4.44,4.51,11.97,12.2,11.92,7.89,30.93,11.73,17.8,2475599.0
2015-03-15,1.15,1.12,1.2,2.89,5.5,1.05,2.4,8.24,5.33,15.4,2476433.0
2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486838.0
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432037.0
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395833.0
2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451734.0
2015-03-20,7.2,16.47,7.68,6.65,1.38,1.66,4.17,1.7,1.35,2.5,2424846.0
2015-03-21,6.7,8.46,6.29,1.64,2.5,0.7,3.53,0.33,0.3,0.67,2380598.0
2015-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610347.0
2015-03-23,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,2434628.0
2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412595.0
2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437708.0
2015-03-26,2.45,1.94,2.19,3.92,2.87,2.37,1.87,3.59,3.82,3.74,2471080.0
2015-03-27,3.14,3.26,3.65,5.92,3.59,6.29,1.18,6.22,3.91,4.67,2504735.0
2015-03-28,1.25,0.44,6.04,2.03,4.81,4.32,4.24,1.47,1.5,1.4,2423474.0
2015-03-29,0.0,0.0,0.65,2.42,0.0,0.0,0.0,0.88,0.9,1.16,2497286.0
2015-03-30,1.03,1.94,1.16,1.4,0.45,0.0,1.4,0.0,0.49,0.54,2484193.0
2015-03-31,4.2,4.15,1.8,2.18,1.98,2.12,1.77,0.48,0.79,0.66,1949139.0
2015-04-01,15.33,13.87,15.39,14.28,5.63,8.24,9.27,6.61,6.22,9.34,2551600.0
2015-04-02,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487521.0
2015-04-03,3.15,3.25,3.66,1.28,0.0,0.0,0.0,0.0,0.0,0.0,2453727.0
2015-04-04,3.15,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,2470993.0
2015-04-05,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537239.0
2015-04-06,24.6,18.3,24.87,45.53,27.17,27.91,24.4,40.81,42.93,27.55,2426861.0
2015-04-07,1.73,2.34,4.73,1.81,0.0,1.44,0.18,0.0,0.0,0.24,2376405.0
2015-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417986.0
2015-04-09,29.38,34.3,11.29,3.19,1.22,2.76,3.14,0.46,0.58,0.55,2355678.0
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457875.0
2015-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471493.0
2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560175.0
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476320.0
2015-04-14,0.0,0.0,1.06,0.0,3.18,0.39,0.37,0.0,0.0,0.0,2442367.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466591.0
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495511.0
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484391.0
2015-04-18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546017.0
2015-04-19,4.15,2.84,0.56,3.18,0.0,0.62,0.16,7.92,8.94,4.32,2509537.0
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470142.0
2015-04-21,0.79,4.43,0.78,0.79,0.0,0.0,0.88,2.16,2.51,0.93,2358452.0
2015-04-22,4.4,5.53,6.79,3.68,3.69,2.27,5.7,0.0,0.0,1.0,2374325.0
2015-04-23,0.0,1.13,0.0,0.0,0.6,0.0,0.87,0.0,0.0,0.0,2459869.0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403962.0
2015-04-25,0.0,4.5,1.96,1.16,1.0,0.0,0.0,0.0,0.0,0.0,2477745.0
2015-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,18.54,1.02,2572270.0
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544356.0
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516695.0
2015-04-29,0.0,0.0,1.57,14.52,14.14,2.05,1.5,4.5,5.7,7.09,2519182.0
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491434.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526466.0
2015-05-02,1.75,2.44,1.29,2.93,2.85,1.22,0.98,1.12,1.24,0.0,2510083.0
2015-05-03,0.35,0.73,2.46,1.18,9.32,1.68,8.1,0.0,0.0,0.0,2572753.0
2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2602802.0
2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596378.0
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641042.0
2015-05-07,11.48,5.83,19.32,13.03,21.84,10.78,19.74,9.0,9.8,9.5,2597581.0
2015-05-08,14.2,17.79,11.78,20.28,11.08,10.05,9.29,4.1,1.9,5.6,2501445.0
2015-05-09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2602503.0
2015-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626645.0
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565198.0
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650236.0
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652108.0
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682189.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694932.0
2015-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704387.0
2015-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750130.0
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2759312.0
2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761879.0
2015-05-20,0.0,0.62,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.63,2626387.0
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2710448.0
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765443.0
2015-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2784129.0
2015-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839154.0
2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2843408.0
2015-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791279.0
2015-05-27,10.15,1.22,3.54,1.7,0.73,6.0,1.2,11.0,13.0,19.5,2677850.0
2015-05-28,0.0,3.14,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,2651528.0
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694788.0
2015-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2732211.0
2015-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790213.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833787.0
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701857.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769181.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817785.0
2015-06-05,3.08,13.76,16.02,1.16,2.15,3.84,7.6,0.5,0.0,1.51,2746929.0
2015-06-06,5.0,19.11,6.77,2.18,5.29,4.5,5.62,1.7,0.4,1.06,2657103.0
2015-06-07,0.43,2.1,0.0,2.19,0.0,0.0,0.38,0.0,0.0,0.5,2630066.0
2015-06-08,0.75,4.44,7.43,1.54,1.84,2.32,4.15,2.3,2.7,1.1,2608061.0
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2612363.0
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731454.0
2015-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2763241.0
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699609.0
2015-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825353.0
2015-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2848473.0
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875154.0
2015-06-16,3.78,2.64,5.53,15.6,3.76,1.4,3.0,5.76,5.1,3.13,2807814.0
2015-06-17,0.0,2.64,0.0,0.79,1.6,0.0,0.23,14.61,18.0,7.52,2885893.0
2015-06-18,7.5,10.86,6.6,4.19,4.0,3.26,8.03,121.08,83.5,103.86,2728442.0
2015-06-19,0.55,9.66,20.45,2.46,0.0,0.0,1.88,0.0,0.0,0.0,2606890.0
2015-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746855.0
2015-06-21,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809978.0
2015-06-22,19.18,5.14,0.96,0.68,0.32,0.0,0.3,0.0,0.0,0.0,2730706.0
2015-06-23,0.0,1.23,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650924.0
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734707.0
2015-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797464.0
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781809.0
2015-06-27,0.0,0.0,0.0,0.67,0.0,0.0,7.15,0.0,0.0,0.0,2713012.0
2015-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2755255.0
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812112.0
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789498.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840324.0
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837459.0
2015-07-03,0.0,1.42,1.21,0.67,0.0,0.0,0.0,10.76,12.2,6.08,2854367.0
2015-07-04,0.0,1.43,0.0,1.18,0.0,0.0,0.0,1.2,2.1,0.82,2772048.0
2015-07-05,0.0,0.0,0.0,2.2,0.0,6.4,0.22,0.0,0.0,0.0,2779680.0
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865359.0
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2893683.0
2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909268.0
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941706.0
2015-07-10,6.78,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966170.0
2015-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876197.0
2015-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856107.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921841.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878318.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895629.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975957.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526108.0
2015-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450331.0
2015-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2645633.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781129.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813043.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802756.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798340.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921463.0
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2888724.0
2015-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853952.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2932246.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995656.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993244.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012518.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974113.0
2015-08-01,1.93,0.0,1.66,0.69,0.0,0.0,3.22,0.0,0.0,0.0,2916672.0
2015-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908198.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944573.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976313.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968460.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2978236.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915332.0
2015-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907709.0
2015-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876141.0
2015-08-10,0.0,0.44,28.21,0.0,3.13,0.0,0.0,0.0,0.0,1.49,2887883.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711497.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020923.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966899.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909209.0
2015-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2936327.0
2015-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968196.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2954258.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2936488.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983575.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.8,4.09,3002251.0
2015-08-21,2.46,1.53,1.13,0.0,0.0,47.55,0.0,29.54,24.0,18.84,2856991.0
2015-08-22,17.03,28.79,24.96,3.72,3.9,47.56,7.96,4.88,5.11,3.54,2776014.0
2015-08-23,9.53,8.05,10.56,0.0,0.0,0.0,29.94,0.0,0.0,0.0,2697258.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2857049.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789629.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876536.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875873.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816444.0
2015-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2872927.0
2015-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886702.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884106.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925505.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2952301.0
2015-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3016897.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2931113.0
2015-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964893.0
2015-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020267.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911421.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,2888102.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831172.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2931318.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2962627.0
2015-09-12,86.85,46.46,82.97,8.93,55.9,1.17,39.65,7.04,6.04,6.9,2765054.0
2015-09-13,1.03,3.5,5.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2790631.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724620.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2743450.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796468.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829684.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844955.0
2015-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827735.0
2015-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795562.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841769.0
2015-09-22,0.0,2.9,1.11,1.05,0.94,0.39,0.0,2.04,2.0,2.0,2825163.0
2015-09-23,0.0,8.35,0.5,12.33,0.2,0.4,1.1,48.26,12.53,19.84,2856838.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,2.3,6.42,2550184.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494810.0
